text,label
@USER LOL. What’s failing miserably is this 11th hour ambush by the liberals. Every minute #ChristinaBlaseyFord refuses to commit to appearing she and people like you lose credibility. I love it!! 😂😂 #tcot #p2,TIN
@USER Complaining about SP's comments and blames the media for him(Spath) feeling a certain way and not actually reading an article. Basically saying Shea doesn't know shit and basically he should shut his mouth.,TIN
@USER @USER He is both evil and delusional. He eats those high quality paint chips.,TIN
@USER @USER what the fuck,TIN
@USER @USER Good shit my bad though,UNT
@USER He is an egomaniac and doesn’t like to lose so he will spend money for free agency and his drafts are better,TIN
@USER Thank you for saving the dogs!!!!why are people assholes,TIN
@USER I'm surprised he didn't shoot his students just prove gun control is important. I'm glad I don't send kids to college. What a waste of money turning them into pumpkin heads.,TIN
@USER @USER Technically speaking he is hamstrung by drug &amp; alcohol addiction,UNT
"@USER But Sis Paul McCartney loves Venezuela's dictator, Iran's leader, Syrian president,"" Putin and other leaders who rule with terror.  He only has bad things to say about our beloved President Donald J. Trump!  Go figure? @USER @USER @USER",TIN
@USER If he’d just said “give me a lawyer asshole” they’d have given him Dershowitz.,TIN
@USER This asshole( @USER ) Lies about Republicans,TIN
@USER @USER She lost because she got outplayed. She is disgusting for her behavior,TIN
@USER #ThanksTrump THIS IS A 'START' WE MUST GET THESE 'NUMBERS' DOWN TO 0 (ZERO) BY 'ANY' AND 'ALL' MEANS 'NECESSARY' THESE SO-CALLED 'REFUGEES' WHO ARE NOT 'TERRORIST SEXUAL CRIMINALS' MUST STOP BEING 'COWARDS' AND 'RETURN' TO 'THEIR NATIVE LANDS' TO 'FIGHT' #MAGA #refugeesNOTwelcome,TIN
"@USER @USER @USER Listened"". They don't give a shit about what the fans think. All they're doing is counting their Fox money.""",TIN
@USER @USER @USER When we Satan call him home #Soros.,UNT
@USER I see you support gun control 😀,TIN
@USER That's because you liberals have no morals anything goes with your kind drugs sex child endangerment,TIN
@USER Wow this is priceless! A college educated professor self-inflicts himself with a bullet wow he is “brilliant”! URL,TIN
@USER you are not welcome,TIN
@USER Why is she under the white hot spotlight?...SHE IS the victim of this Trump like abusive animal... #StopKavanaughNow,TIN
@USER Has this guy got acorns in his cheeks or what. Lack of walking around sense is astonishing with liberals.,TIN
@USER That stage was such a pain in the ass for terrorist hunt I loved it,UNT
.@USER : 7 Myths of Democratic Socialism Debunked  URL  #MAGA #KAG,TIN
@USER What What In The Butt,UNT
@USER Congrats Naomi! U deserved to win. U showed true sportsmanship during Serena’s meltdown. I would like to apologize for her behavior. What an embarrassment for the US. She should have been ejected for arguing with the side chair. She thinks she is superior but she’s not.,TIN
@USER @USER It doesnt matter who said it.  YOU ARE CORRECT .  If anyone that stupid to out your life and families lives in jeopardy based on politico. Dam fool.,TIN
@USER is the brainchild of @USER - He is playing dirty against @USER and Jen is using her ill gotten money against @USER Mailer linking Nixon to anti-Semitism was approved by top Cuomo aides URL,UNT
@USER She should start kneeling before matches and talk about how oppressed she is.   Its getting deep in America with all the BS the liberal nuts are throwing up,TIN
@USER YES I am so tired of relying on mfs to answer the phone for some shit that’s not even worth it! I’m about to be the new plug 😂😂😂,UNT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I never talked about gun control in any form.,TIN
@USER @USER Typical... When it backfires it's nothing to see here move along...  Trump supporters these days are doing the same thing... All this shit Trump is getting called out on. It's nothing to see here move along . Lol,TIN
@USER sick of white neo liberals speaking for Black people saying they all love Hillary. They are so deluded. It’s like they just rep ‘black lives matter’ so they can appear woke enough to keep railing against Bernie supporters. Because you know they didn’t care b4 Hillary lost 2 trump,TIN
@USER @USER He was a drunk driver that wrecked and injured a person then fled the scene of the crime! Hit and run.. should fit right in with leftists socialists antifa democrats!,TIN
@USER @USER @USER SHIT I'M SAD!!! 😣,UNT
@USER @USER ..... or you could legislate some common sense gun control and tone down your racist rhetoric.,TIN
@USER NEITHER DOES ANTIFA OR BLACK LIVES MATTER OR ANY OTHER SOROS FUNDED GROUPS,TIN
"@USER @USER @USER @USER The MeToo movement is just an extension of the democrats KKK &amp; the hate group Antifa,  it's just another form of lynching those who oppose their agenda. MeToo people jump on ban wagons, in the name of justice"" to perpetuate mass bullying of those who threaten to expose them""",TIN
@USER She's an Osuite...so she is deregionised.,TIN
@USER Hahaha BIG thighs is not going to make it,TIN
@USER FOR THE KOCHS AND THE TRUMPS AND THE POLLUTORS.. BUT NOT FOR WE THE PEOPLE OR STUDENTS OR TEACHERS AND LETS NOT EVEN TALK ABOUT THE THINGS THAT A MAJORITY OF THE AMERICAN PEOPLE EXPECT LIKE HEALTHCARE &amp; GUN CONTROL! NOTHING BUT $$ FOR @USER AND DONORS!,TIN
@USER I was informed that your process takes up to 10 business days to transfer credit from an expired Myki card to an active cards - WTF!!!??? 🤪  Do you people use computers????? #whatajoke,UNT
@USER @USER What does Juan contribute on Fox? We all know which side of the fence he plays on. Pretty much know what he is going 2 say. Listening 2 him is like watching paint dry. I have better thgs 2 do😠🤢,TIN
@USER @USER Mxm nigger thinks we give a fuck URL,TIN
@USER @USER @USER @USER @USER Holy shit that's awesome,TIN
@USER @USER God thing we have Beto in Texas. He is for decriminalizing crossing the border. He is for reasonable gun control for Texas citizens. Someone could get hurt if citizens try to defend themselves. Poor Arizona you need a Beto of your own.,TIN
@USER Oh GOOD WE CAN START REMINDING PEOPLE ABOUT THE WORST ADMINISTRATION IN HISTORY OBAMA the I will not help blacks and Hispanics president that sent a plane filled with cash to Iran sent guns to Mexico so they could kill people and start a gun control riot and started Ferguson riot,TIN
@USER Woodword's book is slander.  He is nothing but a Clown Tool!,TIN
@USER HPLYK FUCK,UNT
@USER Eric Holder......Globalist  Evil personified.,TIN
@USER @USER @USER 😂😂😂  He got our asses Not even believing  the truth about the truth!! Lmao! &amp; We Know! Water is damn wet...but cant even believe it coming out his lying ass mouth! 🙈🙈,TIN
@USER @USER @USER That's expected if you placate the violent leftists/terrorists. #KavanaughConfirmation #woke,TIN
@USER @USER Show me a GOP/Trump supporter mass shooter.  You have a problem with me drawing and taking out a active shooter?  When I was growing up in SSF you could open carry.  Then the black panthers freaked out your elder liberals at the time and they took that away from us.,TIN
@USER @USER You are making crap up- no Dem I know wants to abolish ICE. We don’t believe rich people should be the ones getting tax breaks. Bankrupt Medicare? Total nonsense. You lie as much as Trump,TIN
@USER @USER IB you ass. Watch how you speak on my name😂😂,TIN
@USER House of flowers!!!!! Shits crazy,UNT
@USER The funniest thing about her is how easily triggered she is!!! Well that and how ugly she is,TIN
@USER And you’ll spend your final days in hell sinking,TIN
@USER @USER @USER I'm not screwed any more than you are. Been hearing this same dream of the liberals. What do you think  happens if Trump gets removed,TIN
@USER @USER Yeah and guess what helped DC become Not the Murder Capital of the World?  Gun control! It works!,TIN
"@USER Authoritarianism is terrifying and destructive. Right now the Conservatives are authoritarian neo-liberals. Fascism is right wing, not left-wing. Centrist politics to privatise profit but burdening tax-payers with all the risks is a bad deal and why centrism"" is unpopular.""",TIN
@USER @USER @USER OMG what fuckin' kind of this beauty TT,UNT
@USER shit!! i left a little bit ago to get food but if you're still there i'll drop down with all the paper your heart desires!,TIN
@USER Conservatives just keep doubling down on being terrible people.,TIN
@USER He knew the email were released earlier! Just pandering to his ignorant base,TIN
@USER @USER @USER @USER Bank deregulation happened under Gordon Brown with his dramatic changes announced in 1997 (not in manifesto) including independent central bank and removal of @USER supervision of financial sector. How old are you? Who taught you this rubbish version of history?,UNT
@USER The Show Must Go On! We must have crazy liberals screaming and throwing a tantrum inside of that courtroom? If they let these same animals in as they did during the hearings this is just going to be another circus,TIN
@USER She is a true idiot!! Really scary people will vote her to DC in November!!!,TIN
@USER And Who Would Listen to a Man that Robbed American Taxpayers of Millions of Dollars and Gave it to Iran?  NOT ME!,TIN
@USER Hey why don’t you look at what Keith Elison of Minnesota get off your bully pulpit and do a investigation into his past abuse or do you just CHEERY PICK ……!!!,TIN
@USER @USER You are devaluing everyone's opinion on the Independent article whom agrees with me by saying they are disgruntled students or bots. Just because they don't put Dr. In their Twitter name it doesn't mean they haven't done 'deeply important research' as you fondly put it.,TIN
@USER @USER Does nicki even know who she is??? Dreamdoll a whole bully,TIN
@USER @USER @USER @USER Coward  Answer question  What have I posted on @USER that is not factual   As a staunch conservative and pro Israel I post @USER positive facts to counter Canadian media helping liberal Trudeau assault on conservatives and Israel.   You are either ignorant or a liar.,TIN
@USER @USER @USER Well that's going to send the fake makers of main stream media and the left liberals and the powers behind them nuclear. Amazingly powerful world changing moment in humanitys history. #qanon it's everything we've been told to expect! #WWG1WGA #MAGA #MBGA,TIN
@USER @USER @USER You are a sick person,TIN
@USER  @USER is inciting VIOLENCE via Twitter to accounts supporting POTUS. He has made lists to have us targeted by ANTIFA...etc.,TIN
@USER @USER Really a sickening issue. Liberals are vicious!!!,TIN
.@USER real goal: To make everyone in Wisconsin as dumb as he is. URL,TIN
@USER HEY BEE ITCH YOU WILL BE INDICTED AND WILL GO TO GITMO,TIN
@USER @USER No I have no relationship with him he is not worth the energy it would take to hate him. I have more respect for the gum stuck on the bottom of my shoe than such a selfish spoiled entitled narcissist!,TIN
@USER Go to hell! This is NOT Queen for a Day. I believe you less and less with every bit of bullsh*t you pull. You're nothing but a lying Demonrat! #MAGA #Trump2020,TIN
@USER He's probably referring to the fact that we started with Henderson who's is apparently shit and Sturridge who was apparently finished years ago. I mean like how could we possibly win with those two on the field... 😂😂,TIN
@USER Holy shit which sears?,TIN
@USER What if the rape never happened and she is lying? Why is her word gospel? Many women are gold diggers avengers and liars.,TIN
@USER @USER @USER @USER @USER not the point ~although it is  a convenient excuse for conservatives to assume if ones against trump then tbey ate for for clinton which is just asinine. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,TIN
@USER you at the prospects game? #fatbastard,TIN
You #Fanatical #Sycophant #Religious #extremists are so #fucking close  to getting another #WhiteSupremacist #evangelical on the #SupremeCourt  to overturn #RoevWade  Wouldn't it just suck to have the rug pulled out  from underneath your feet #MAGA?   #Fuckoff #Gilead #Kavanaugh URL,UNT
@USER Josh I am not fucking a loli robot,UNT
@USER God help us. the woman cant even get coherent sentence out of her mouth.,TIN
@USER You are a bitter hateful woman who is ruining herself. URL,TIN
@USER And this butt fur thinks he is a know it all,TIN
@USER @USER @USER @USER @USER There is absolutely no point in debating a liberal. Your party has swung so far left and have nothing but hate... All rationale has fleeted your side. Trump could create world peace and a utopian society and liberals would still resist for no other reason than your hatred.,TIN
"@USER @USER @USER @USER Fascists &amp;Nazis don't abide by patriotic views shared in their presence. Glad the brownshirt arm (AntiFa) of the left wasn't there to inflict the usual violence vs citizens who dare to speak. Do you hear that, Dems who enjoy wings/beer/country music? You're less-than."" #WalkAway""",TIN
@USER @USER Dubious mortgages? lol You mean the NINJA loans for subprime borrowers that banks WERE FORCED TO PROVIDE by Democrats and liberals citing that NOT providing them was racist and discriminating just because people don't have a job. CMOs were a derivative of THE SUBPRIME PROBLEM,TIN
@USER Don’t talk shit about 48 laws,TIN
The only thing the Democrats have is lying and stalling to stop Trump from being #President.  What have they done for you lately. #Trump #Kavanaugh #MAGA #DEMSUCK,TIN
@USER @USER Is the vulgar Antifa creep TRYING to look like a woman..or is it that he just can't HELP IT?,TIN
@USER Bill and Brooke deserve each other. They are like hot and cold. They’re in love with this person this week and in love it that on the next. Brooke I can understand. She is the SFTV but Bill?! They’ve ruined him.,UNT
@USER @USER @USER Old pic. Trump is not monitoring anything related to the Hurricane.  Pretty sure he is shitting his pants right about now,TIN
@USER @USER Is he?  Does he know this?  You sure he's not out golfing??  Or maybe tweeting like a lunatic.  I bet he is planning his next #MAGADingDong rally.  He was never President.  You are just to brainwashed to realize that.,TIN
@USER you are a dirty cum dumpster,TIN
@USER @USER @USER @USER @USER He lost his virginity This process has been turned into a clown show Protestors democrats paid for was unethical There hate shows in everyway TRUMP denounced Natzi group  and bad on both sides which is true But democrats refuse to denounce Antifa a democratic domestic terror-,TIN
@USER Horrible.,TIN
"@USER @USER We need a marijuana lobby that can bribe the GOP like big pharma does. Otherwise, you're screwed. Just because it's good for America, that means nothing... see gun control""""",TIN
@USER 😂😂😂😂😂 Liberals really are nuts.,TIN
@USER @USER Latino Conservatives=Self-Hating Freaks,TIN
@USER He is right though... you do have a whiff,TIN
@USER @USER I SHITTED/SHAT YTD AND LOST 0.6KG CAN U BELIEVE IT,UNT
@USER So she can’t be effected by the radiation but killed. I hope he mentions Lady Gaga witch. Since she is the only known immortal witch and supreme,TIN
"@USER @USER @USER LOCK HER UP! Haa! Looool. CANNOT WAIT! What a blatant lie! Somebody is scared boy!! If that F******* B****** trump gets in, we all hang from nooses!"" Who remembers that one? Can't imagine the anxiety she is feeling. Makes me smile.""",TIN
@USER EXPOSE these demons violating our Constitution with violence &amp; threats to run govt instead of winning at the polls! Name them domestic terrorists &amp; jail them all.,TIN
@USER Good to see your hosting of the Emmys' bombed. Seems only Liberals like no humor. You won't be asked back. Career killer. You were Da rating tanking Bomb. Now go celebrate with your liberal pals.,TIN
@USER @USER @USER @USER Shes a liberal all she has to do is disagree with you on one thing to determine that you are a terrible person. Remember liberals talk from their high horses of superior morality.,TIN
@USER @USER @USER He. Is. A. Sociopath.  They are incapable of feeling empathy. Period.,TIN
@USER @USER lmao @ the WORLD league viewership compared to league of legends or overwatch or cs:go. Main issues are that the format is shit and the game is on console. So you need to fix one of them. Console could be turned into an advantage uf u capture the attention of Joe Shmo,UNT
@USER Seems hard to believe that you stood next to a guy wearing those shorts and didn't masturbate but I'll take your word for it,TIN
@USER She is one UGLY and DUMB woman!,TIN
@USER @USER @USER @USER Wrong...We are sending another giant F....you to Liberals...😉,TIN
@USER He was saying niggas who say they boycotting Nike for the military are racist because the military fuck with Nike 😂,TIN
@USER I saw some shit today that made me want to @ her and politely ask her if I could be her stylist.... because I'm not here for these early 2000 bangle bracelets and unnecessary accessories like who's responsible? I have a few words. URL,TIN
@USER @USER What do you expect from a man that claims He is the Christ Vicariously He's a liar and the leader of liar's serving his father the author of all lies.,TIN
@USER Hopefully it is joking.  I hate boycotting the Leftist entertainers but I do.  Stop saying stupid stuff.,TIN
@USER @USER We’ll we’ve been fucked by bama twice since we got here so we’re almost tru fans,TIN
@USER He is a Professional liar,TIN
@USER On no not roaming charges! Good charge all these foreign fuckers when they come here!,TIN
@USER If the tournament of shit ain’t on here... URL,UNT
@USER Gitmo could resolve Holders issues along with all of Obama’s Clowns,TIN
"@USER @USER @USER @USER Kate, gun safety"" is just a code word for gun control. There isn't anything ""safe"" about gun control. It just limits law abiding citizens. Law breakers ignore ALL laws. Wake up! You folks in MN need to get off the liberal wagon. Vote for Patriots Only ... Vote Red! ✝🗽🚂⚓🇺🇸""",TIN
"@USER @USER Climate change is a myth. Gun control is unconstitutional. Gestapo?"" What a stupid thing to say. They are upholding laws that have been on the books since 1996. Dumbasses""",TIN
@USER @USER The same way democrats have smeared conservatives/republicans?   What about how democrats don’t stand up for the women that have been sexually assaulted by democratic politicians!! You’re a hypocrite &amp; you need to SHUT the HELL UP!,TIN
@USER You do realize how ridiculously radical all these tweets sound right. Who are you trying to mobilize antifa?,TIN
@USER Joe Scarborough still hasn't answered for the young woman that was found dead on his office. He is s lying chickenshit.,UNT
@USER @USER So Alyssa you saying he’s guilty?  What ever happened to innocent before guilty?  And if he is innocent would you at least tweet an apology?  Shut up and answer the tweet.,TIN
@USER Clearly it does bc the cheerleader is smaller than the other girl and she whooped that ass after being slammed to the ground and everything,UNT
@USER @USER It takes a 2sec Google search to see who this accuser is - I'll help the mindless uneducated liberals . URL,UNT
@USER @USER @USER Says the man who stands against sensible gun control. #hypocrite,TIN
@USER Ouch. She is horrible.,TIN
"2) I am absolutely furious with my fellow conservatives when they say, This sounds credible,"" or, ""If it's true..."" Do you guys have short-term memory that only goes back 90 days?""",TIN
@USER And when they met he looked at her and said I'm in charge in you're my bitch. Even though he knew that she is a Domme and was there in that capacity. He tried to control the situation and take over and she had to shut him down and get the hell out of there so she didn't get hurt.,UNT
A cute girl that I've had a crush on since earlier this year just called me funny and I want to throw up,TIN
// Rean's Arcane Gale is broken. If he is gonna be able to use that from scratch in Sen IV ( because of his demon form) it's gonna be cool  using it in every battle!,TIN
@USER @USER It crossed my mind that Sheriff Israel may have ordered them to stand down. The democrats will use any tragedy to be in the public eye to promote gun control. It's a shame that these things even came to mind but I have seen too much from the Left to be surprised at anything.,TIN
@USER She is a complete idiot,TIN
@USER Blaming Trump for the hurricane is showing his ignorance and hate..if only he were to give his salary to their recovery maybe then he can help,TIN
@USER @USER She is dickmatized,TIN
@USER Thank you for proving my point.  You are foulmouthed trash,UNT
@USER fuck xenoblade chronicles,UNT
@USER @USER @USER @USER Okay that's enough with the A and C shit. They dont care and neither should we.,TIN
@USER Yet this kids in chicago killing each other daily cause u doing so much good in your home state with gun control right?,TIN
@USER Good ..  she is the one that seems sexist,TIN
@USER @USER @USER @USER I know. I think they’re the ones who’ll be surprised about that since they think all liberals want to make gun ownership illegal.,TIN
@USER She is doing a crap job of running this country and that idiot can’t supply the country with an alternative opposition as long as he is running the Labour Party,TIN
@USER @USER @USER Nope. Teaching them not to give a shit what liberals from CA think.,TIN
@USER They just need to go away. No one wants to see them in the media advocating for gun control. It's unseemly.,TIN
@USER Sessions is not doing his job! He is a deep state RINO just like you!,TIN
@USER What a freaking ass.,UNT
@USER @USER @USER Most mass shooters are liberal white men. We should have liberal control not gun control.,TIN
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why do white liberals imagine white people have some power?  White people have been trained for generations not be racially aware.  White liberals are the most anti-white racists I know.  What power do you imagine white people have that other people do not?,TIN
19 professors and students murdered in Connecticut with .223 Bushmaster XM15-E2S rifle. The NRA blames gun control laws.,TIN
@USER @USER @USER She is mentally unstable.,TIN
@USER @USER @USER GOV Brown needs a class on #MAGA 101. Also need a swift kick in the pants for insulating @USER .,UNT
@USER @USER @USER You are as cheap as cheap she is...Try with Bible and Quran if you really have guts,TIN
@USER Amazing how the POPE is afraid of the truth,TIN
@USER Looks like conservatives made a back room deal with her as they are best known for always playing dirty divisive politics,TIN
@USER @USER @USER It was a disagreement between a fucking umpire and a player! It was not abusive!,TIN
@USER Clown,TIN
@USER @USER LMAOOO fucking love you see you hotties soon xox,TIN
@USER I believe you are the Peace of shit and you do not deserve a star!  #MAGA!!  GOD BLESS THE USA 🇺🇸 AND GOD BLESS PRESIDENT TRUMP!!!,TIN
@USER Things are definitely fucked up when you need to state the obvious like this. Conservatives are needed just like liberals are needed. One without the other is faulty.,TIN
@USER @USER How does that make him the best in the country though? There was nothing special about the throw. How does that make me butt hurt ?,TIN
@USER Beto or whomever move and support immigrantsilegals into your home,TIN
@USER Guilty old perv,TIN
97% of Americans want a form of gun control. 62% of Americans want the government to protect the environment. 75% of Americans say immigration is a good thing &amp; 100% of Americans believe that HotDogs belong in the crusts of pizzas &amp; if the Italians don't like it they can suck it.,TIN
@USER  You were on the same stage as Farrakhan. You total hypocrite. You are pathetic.,TIN
1.Boris Johnson doesn't care about family. Forced abortion of his child by mistress. Daughter says he is a selfish bastard. Betrayed and divorced 2 women. #r4today,TIN
@USER @USER Tomorrow night you get dropped @USER @USER will make sure he is not robbed again  you fraud,TIN
@USER She never planned to testify. It was all an act - one that fell flat very quickly.  Liberals will never learn.   We know their tactics. We can accurately predict their actions &amp; responses. We also know how to think &amp; do research. That's why they hate us. They can't control us.,TIN
@USER @USER @USER @USER @USER No we don’t! There has been videos of Trump supporters blocking kkk and sending them away! We don’t accept racism. He said “There are fine people on both sides”. That includes antifa but go ahead and pick and choose your information.,TIN
@USER @USER @USER Have you ever seen ANTIFA burning college campuses and trashing them any time a conservative comes to speak ? Educate yourself please !,TIN
@USER @USER John Kerry is a swamp rat nothing more nothing less CNN we all know is the clown news network,TIN
@USER @USER Serena was outplayed &amp; acted like a spoiled brat. She is not above the rules,TIN
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Dint pay any attention to her...she's yet to say anything of interest... meme jerk.,TIN
@USER Fool,TIN
@USER He and Obama must be copying each other does any democrat have their own thought PLEASE !!!,TIN
@USER If your a Democrat and you love this great country how can you standby and watch as the liberal arm of your Democratic party tries to destroy everything we love about our country. #Walkaway no actually #Runaway. #LibsHateAmerica #CommiesSuck #MAGA and #KAG for everyone 🇺🇸,TIN
@USER @USER His own fear of white people.,TIN
@USER Too many Republicans/Conservatives perennially bringing a knife to a gun fight is how Connecticut has ended up a basket case state.  If you can't stomach matching your adversaries aggression level you will get steamrolled.  Every 4th grader knows this.,TIN
@USER @USER Me too! Jacks a sack! We conservatives tweet in a barrel!,TIN
@USER Hope he is enjoying himself while he can🤣,TIN
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I dont think so..it would mean he is in trouble.  Dont wish that on anyone.  Isn't that where the Cumm Inn is at?,UNT
@USER Did this happen when she played her sister? “Mom!!!! Serena beat me over my head with the tennis racket again.”  “ Now. Now. Mommy will bake you some cookies and tell you how your sister is marginalizing your existence.”,TIN
@USER And all they have to do is say a half hearted apology and it all goes away. But let a conservative say anything close and they are ruined for life. These mentally deranged Liberals are totally disgusting jerks!,TIN
@USER @USER @USER @USER @USER @USER @USER Bibi so looks like Stalin when Stalin was younger.  Maybe he is starting to act like him a tad. China is never your friend.,TIN
"@USER So, I tuned into the Emmys last night, I watched for a whole 5 SECONDS before some celebrity, I had never heard of, started talking about their platform.""  Click. Liberals ruin everything.""",TIN
@USER @USER When one of those sides is white supremacists then it shouldn't be hard to say that one of those sides is the wrong side. Now stop trying to equate antifa with white supremacists. It just makes you look more like a white supremacist.,TIN
@USER I thought this was SNL. The last guy is wearing a fucking beanie with the mindmill on itS,TIN
"29. @USER Listened To The Liberals; Democrats And Their Bed-Buddies In the MSM DEMAND Transparency"" From the @USER   Well, Your About To Get A YUGE Scoop Of ""Transparency"" From him. Like I Said In the Start of This Thread: Be Careful What You Wish For.  ~End. URL",TIN
@USER Trying to justify a death after the fact with a small amount of dope. Fuck. Stop fucking killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpredictable things.,UNT
@USER He is an evil godless man.,TIN
@USER man that sucks unreal,TIN
"@USER This is a good example of why we can't ban the AR-15. Someone could've used gun control"" on those pussies.""",UNT
@USER Good shit! Kaepernick is a great model for young kids who play football to stand up for what they believe in,TIN
@USER It's scary stuff to see how dedicated you are to preventing people's access to resources during a crisis.,TIN
4 out of 10 British people are basically full-on racists. 4 out of 10 voters vote for the Conservatives. Coincidence!???!???,TIN
@USER I can't believe Luigi fucking died 😘😩❤️,TIN
@USER @USER @USER Nobody will kill or beat her!  Cheap tectics to become popular LGBT Tikoo.  She can follow SUNNY LEONE also: she is popular not only in India but world😴  Best of Luck and hope to see both of ur videos together:   Sri Krisna will definetly make ur next video popular. Have fun🙏,TIN
@USER @USER This is dumb! What is the point?,TIN
@USER Yes Liberals vs progressives This should be a really dumb banter  Go,TIN
@USER Carter was the worst one term President until h was passed for that title by Oba our first Black Racist President!  Kinda like  a Black Jefferson Davis!,TIN
@USER just lose to every tom jeff and jerry because some dumb shit happens and I lose full,TIN
".@USER I'm not installing your shitty app, but put me down for 100% for the second amendment/campus carry, 100% against gun control except violent felons"". URL",TIN
@USER im fucking sad also this gif is art,TIN
@USER Googlecide – Death by don’t-be-evil-corp inspiring the Internet bill of rights preventing leftist oligarchies from erasing people based on political beliefs transforming western civilization into a totalitarian state controlling nearly all aspects of life via the Googlesplaining.,TIN
@USER @USER @USER How do you come up with all these lies. You have not done a thing as far as gun control. Open your eyes Obama your hero had 8 years in office. All your doing is sucking around for the last minute vote.,TIN
@USER He is telling you he knows where his bum is. Writes “ass” with his bottom. What more proof of higher intelligence do you need?,TIN
@USER I think I liked it better when Conservatives pretended that rape is bad. Now they are claiming Rape gets Better with Time?,TIN
@USER Holder is a complete corrupt scum bag. I remember when he announced his is part of the resistance. Which means he want to resist the people who voted for Trump. Can U imagine the people he would have hunted down and prosecuted if this happened to bone head obama,TIN
@USER @USER @USER He is a sick individual I don't care if he is the Pope or the trash pick up guy. Sick and bring to justice,TIN
@USER HOLY SHIT NO WAY,UNT
@USER Fuck em all. Complete morons,TIN
@USER @USER Hunnid Stax my shit,TIN
@USER I can’t believe you replaced the American flag with the Antifa flag!!,TIN
@USER @USER of coarse he is alex and many other nation leaders are as we;ll lapdpgs URL,TIN
@USER @USER   Pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only 27. @USER  come play with Grop,TIN
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ya too bad the democrats had to bring back nazi tactics and nazi brown shirts in the form on antifa URL,TIN
@USER I love my penis and want to keep it. Would rather smoke a joint.,UNT
@USER THE DEVIL MADE ME DO IT!!!!! THE UGLY FACE OF LIBERALS! I FEEL SORRY FOR THE INNOCENT HONEST ONES THAT ARE JUST BRAINWASHED!,TIN
Good Job asshole!!!...You just killed your dad's chance of a get out of jail free card!!! #MAGA @USER @USER @USER @USER @USER @USER URL,TIN
@USER Wow you are actually terrible. Imagine being proud of getting people in a disaster zone finding water arrested.   The store owner didn't want them arrested and you are an awful person.,TIN
@USER @USER @USER @USER @USER Trump publicly lusted for his daughter and GOP still elected him.  Let's stop pretending that morality or decency means jack shit to conservatives.,TIN
@USER @USER As well this would allow you to still protest. But not stop a speaker or a group. Really Hitler did this in the early time of the Nazi party a group known as the SS would beat up politicians and people that didn't agree with them. (Sounds familiar smells like Antifa.),TIN
"@USER @USER @USER You are hilarious!  You keep defending that woman.  I have watched her for over 20 years and she is a liar and a hypocrite and an obstructionist.  I like my crumbs"".  She needs people like you to support her though.""",TIN
1. How is that gun control working in Chicago?   2. Only the military has access to Assault weapons.   Is your ignorance from old age or are you still working for the Chinese. URL,TIN
@USER @USER @USER @USER To be fair. I’m positive most liberals are just blobs of cells..,TIN
@USER @USER @USER @USER @USER @USER @USER @USER @USER You mean like all the Liberals screaming at a SC nomination hearing? That kind of clown show? So tell me since when do accusers get to make demands? This isn't a university misandry board of injustice.,TIN
@USER @USER @USER Glad her career is ruined by the way. She deserves to be ruined after what she done. Just because she WAS a celebrity doesn't mean she should be excused. Doesn't mean she is above the law.,TIN
@USER @USER @USER McEnroe is a fucking legend. And he hurled abuse at everyone! Now he appears in commercials yelling at people and movies yelling at people. He is an icon. Do you think it’s fair?,TIN
@USER What shitty wipers you have,TIN
@USER Your shabby self and your traitor buddy BO....Gave us #MAGA....stupid your just stupid.,TIN
10 restaurant diners fatally shot in Corpus Christi with .357 Ruger Blackhawk revolver. The NRA calls gun control research 'unethical'.,TIN
@USER @USER Birch me too.. da fuck,TIN
@USER @USER @USER You are such a lier and all for money. Nobody wants “ francoism” here in Spain! Except ppl like you and your fascists separatists friends to smoke screen all the money embezzlement here in Catalonia! Why all your friends are with Vlaams Belang? &amp;the Italian nazis? NAZI URL,TIN
"@USER @USER @USER You should.have tried more, perhaps a BJP or RSS connection could have been fixed"".Masters would be happy Dhanya""",TIN
@USER nah it's coz you're a cunt. blocked,TIN
@USER @USER I'm all for gun control use both hand's,UNT
@USER Gonna be a bitch to re-write this one.,TIN
@USER Hey Bono- Why not turn your Dublin hotel over to refugees? Asshole!,TIN
@USER I heard ur cock was big and lonely,TIN
@USER U a bad bitch now lol,TIN
@USER @USER Good for her.....  thats some fine gun control. Double tap to an ass,UNT
